ticker,event_date,setup_type,settlement_date,days_to_cover,drawdown_pct
WEST,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.37,-0.2736
WPRT,2025-06-07,s09_short_squeeze_candidate,2025-05-30,61.72,-0.3137
WPRT,2025-09-06,s09_short_squeeze_candidate,2025-08-29,33.03,-0.306
WRAP,2022-02-23,s09_short_squeeze_candidate,2022-02-15,20.86,-0.5026
WRAP,2022-06-08,s09_short_squeeze_candidate,2022-05-31,23.73,-0.4451
WRAP,2023-01-07,s09_short_squeeze_candidate,2022-12-30,21.04,-0.3921
WRAP,2023-04-08,s09_short_squeeze_candidate,2023-03-31,44.55,-0.3509
WRAP,2024-04-23,s09_short_squeeze_candidate,2024-04-15,22.85,-0.5799
WRAP,2025-05-23,s09_short_squeeze_candidate,2025-05-15,75.69,-0.388
WRAP,2026-03-07,s09_short_squeeze_candidate,2026-02-27,26.58,-0.4452
WRAP,2026-06-06,s09_short_squeeze_candidate,2026-05-29,29.82,-0.2543
WTF,2026-02-21,s09_short_squeeze_candidate,2026-02-13,25.47,-0.2757
WVE,2022-06-08,s09_short_squeeze_candidate,2022-05-31,20.55,-0.4466
XBIT,2023-10-21,s09_short_squeeze_candidate,2023-10-13,22.89,-0.3236
XBIT,2024-08-23,s09_short_squeeze_candidate,2024-08-15,21.94,-0.2712
XFOR,2024-09-21,s09_short_squeeze_candidate,2024-09-13,21.79,-0.297
XMTR,2021-11-06,s09_short_squeeze_candidate,2021-10-29,25.79,-0.3362
XNCR,2023-05-06,s09_short_squeeze_candidate,2023-04-28,20.97,-0.2844
XNCR,2026-02-21,s09_short_squeeze_candidate,2026-02-13,22.9,-0.3611
XOMA,2021-12-08,s09_short_squeeze_candidate,2021-11-30,20.56,-0.3479
XOMA,2022-10-22,s09_short_squeeze_candidate,2022-10-14,45.91,-0.3595
XOS,2025-02-22,s09_short_squeeze_candidate,2025-02-14,32.79,-0.3194
XOS,2026-03-21,s09_short_squeeze_candidate,2026-03-13,22.44,-0.2842
XTNT,2023-06-08,s09_short_squeeze_candidate,2023-05-31,27.52,-0.4746
XXII,2023-03-08,s09_short_squeeze_candidate,2023-02-28,23.08,-0.2529
YALA,2023-04-22,s09_short_squeeze_candidate,2023-04-14,25.97,-0.2752
YCBD,2023-11-08,s09_short_squeeze_candidate,2023-10-31,23.12,-0.5903
YHGJ,2025-07-23,s09_short_squeeze_candidate,2025-07-15,29.15,-0.3113
ZBIO,2025-02-22,s09_short_squeeze_candidate,2025-02-14,21.07,-0.5381
ZBIO,2026-03-21,s09_short_squeeze_candidate,2026-03-13,22.25,-0.4431
ZCMD,2025-08-23,s09_short_squeeze_candidate,2025-08-15,41.48,-0.3741
ZIVO,2022-05-07,s09_short_squeeze_candidate,2022-04-29,28.31,-0.2506
ZNTL,2023-12-08,s09_short_squeeze_candidate,2023-11-30,21.09,-0.5855
ZURA,2025-03-08,s09_short_squeeze_candidate,2025-02-28,20.86,-0.5278
